"","Date","Q","LogQ","ConcLow","ConcHigh","Uncen","ConcAve","Julian","Month","Day","DecYear","MonthSeq","waterYear","SinDY","CosDY","yHat","SE","ConcHat"
"1",2006-04-26,3.65287318155938,1.29551403096617,0.98,0.98,1,0.98,57093,4,117,2006.31655251142,1876,2006,0.913836957980321,-0.406081290173869,0.178536546650667,0.251808129382156,1.23397444187749
"2",2006-06-20,2.55984291172843,0.939945894002629,1.21,1.21,1,1.21,57148,6,172,2006.46723744292,1878,2006,0.204402437434272,-0.978886941158645,-0.414118585085683,0.240872207000862,0.680376556151957
"3",2006-08-24,1.91138712988572,0.647829224482982,0.57,0.57,1,0.57,57213,8,237,2006.6453196347,1880,2006,-0.791384334045442,-0.611318931350447,-0.288893006097829,0.266907061281936,0.776255689403714
"4",2006-10-02,2.16623874720382,0.772992367436988,1.19,1.19,1,1.19,57252,10,276,2006.75216894977,1882,2007,-0.999907141426193,0.0136274915116448,-0.270608627933952,0.224547347512785,0.78239318373358
"5",2007-04-02,6.51287466479579,1.87378093552769,1.12,1.12,1,1.12,57434,4,93,2007.25079908676,1888,2007,0.999987395759069,-0.00502078908101256,0.00215988282026173,0.265253018611629,1.03804534084877
"6",2007-06-11,1.52061464999797,0.419114628119317,0.92,0.92,1,0.92,57504,6,163,2007.44257990868,1890,2007,0.35300513055668,-0.935621385925237,-0.1856850789027,0.272899535656516,0.862044831800185
"7",2007-08-14,1.17514912430011,0.16139505384115,0.52,0.52,1,0.52,57568,8,227,2007.61792237443,1892,2007,-0.674973016224586,-0.737842413641751,-0.281267326589242,0.248543242623569,0.778504540883668
"8",2007-10-10,1.4045155798864,0.339692460335379,0.75,0.75,1,0.75,57625,10,284,2007.77408675799,1894,2008,-0.988569707399516,0.150764497186952,0.107233995703865,0.215093041087254,1.13924584482571
"9",2008-04-17,3.93604164524615,1.37017555973519,1.08,1.08,1,1.08,57815,4,108,2008.29382969035,1900,2008,0.962319203077737,-0.271922326019451,-0.0117266907206479,0.27047355772893,1.02516264904273
"10",2008-06-18,2.22287243994117,0.79880025139286,0.67,0.67,1,0.67,57877,6,170,2008.46322859745,1902,2008,0.228991508520887,-0.973428420083022,-0.248979696180974,0.276448215317108,0.809962046727851
"11",2008-07-31,0.906139083797675,-0.0985624705957758,0.6,0.6,1,0.6,57920,7,213,2008.58071493625,1903,2008,-0.485685237294414,-0.874133771384145,-0.284250698152664,0.251610358270435,0.776781007508574
"12",2008-10-21,1.58574339664593,0.461053317339647,1.53,1.53,1,1.53,58002,10,295,2008.80475865209,1906,2009,-0.94139336051454,0.337310748093121,0.0695145856833078,0.226456501535854,1.09983026046269
"13",2009-04-14,4.19089326256425,1.43291390036861,0.67,0.67,1,0.67,58177,4,105,2009.28367579909,1912,2009,0.977697957257649,-0.210015962189116,-0.00310075387148078,0.254820632425514,1.02980145701715
"14",2009-06-15,1.60839687374087,0.475237952331603,1.09,1.09,1,1.09,58239,6,167,2009.45353881279,1914,2009,0.287795594250696,-0.9576918585484,-0.272838665631832,0.263342569413532,0.788073427625832
"15",2009-08-05,0.693762736032595,-0.365625255844821,0.73,0.73,1,0.73,58290,8,218,2009.59326484018,1916,2009,-0.553033046055924,-0.833159318480029,-0.315754720980472,0.24479122862193,0.75141788177969
"16",2009-10-07,2.36728835642143,0.861745146695154,0.68,0.68,1,0.68,58353,10,281,2009.76586757991,1918,2010,-0.995034175541939,0.099533861090452,-0.0257359976102203,0.228587770790709,1.00039026300011
"17",2010-03-24,2.86000148323641,1.05082214344576,1.31,1.31,1,1.31,58521,3,84,2010.22614155251,1923,2010,0.98878496442993,0.149346222306769,-0.109609102093949,0.269037484258885,0.929211856630578
"18",2010-04-07,6.05980512289695,1.80167764162635,1.32,1.32,1,1.32,58535,4,98,2010.26449771689,1924,2010,0.995854006229388,-0.0909659182159925,-0.27742054440369,0.241573669838655,0.780171411253824
"19",2010-05-05,4.5023785726197,1.50460582882473,0.66,0.66,1,0.66,58563,5,126,2010.34121004566,1925,2010,0.840229702224847,-0.542230622059604,-0.0839812995980365,0.269658265123282,0.953492700335418
"20",2010-05-21,3.2564373323979,1.18063375496775,0.8,0.8,1,0.8,58579,5,142,2010.3850456621,1925,2010,0.66109662866414,-0.750300771403647,-0.173748311477772,0.282124324545953,0.874632706957062
"21",2010-06-07,41.9089326256425,3.73549899336266,0.57,0.57,1,0.57,58596,6,159,2010.43162100457,1926,2010,0.416541638090326,-0.909116639236698,1.98541561126995,0.229453353246448,7.47631506273254
"22",2010-07-19,1.47530769580809,0.388866575363819,0.51,0.51,1,0.51,58638,7,201,2010.54668949772,1927,2010,-0.289169123097447,-0.957278025574103,-0.306221678464156,0.257851945140503,0.761109634103595
"23",2010-08-11,0.917465822345146,-0.0861399505972187,0.68,0.68,1,0.68,58661,8,224,2010.60970319635,1928,2010,-0.635985973338904,-0.77170061663586,-0.314205328120387,0.253044611611428,0.754130732754564
"24",2010-08-23,0.877822237428998,-0.130311168910356,0.91,0.91,1,0.91,58673,8,236,2010.64257990868,1928,2010,-0.780744231426377,-0.624850738252293,-0.335313653529878,0.241704380796003,0.736310665327946
"25",2010-09-13,1.29124819441169,0.255609343124838,0.89,0.89,1,0.89,58694,9,257,2010.70011415525,1929,2010,-0.951277916731674,-0.308334761482787,-0.278987456396917,0.242303700030104,0.779087500821755
"26",2010-10-01,1.68202067429943,0.519995852973097,1,1,1,1,58712,10,275,2010.74942922374,1930,2011,-0.999993569258209,-0.00358628529656729,-0.174415580911548,0.234822696224566,0.863428030114597
"27",2010-10-12,0.730574636311876,-0.313923881467931,1.3,1.3,1,1.3,58723,10,286,2010.77956621005,1930,2011,-0.982794324753772,0.184703316786075,0.0714566600401241,0.225858030256861,1.10181914823775
"28",2010-11-08,0.773049905864892,-0.257411671204588,1.61,1.61,1,1.61,58750,11,313,2010.85353881279,1931,2011,-0.795748677350029,0.605626982965322,0.358375721020691,0.234229843108886,1.47080155945641
"29",2011-03-28,4.78554703630647,1.56560034152757,0.59,0.59,1,0.59,58890,3,88,2011.23710045662,1935,2011,0.996717228475334,0.0809615122169092,0.0472792929777075,0.247448803365064,1.08100887446705
"30",2011-06-20,1.73582268239992,0.551481469546663,1.17,1.17,1,1.17,58974,6,172,2011.46723744292,1938,2011,0.204402437434601,-0.978886941158576,-0.350282749754969,0.248821874623062,0.726638199881464
"31",2011-08-02,1.79528805977414,0.585165488047678,0.54,0.54,1,0.54,59017,8,215,2011.5850456621,1940,2011,-0.509288344643259,-0.860595945848299,-0.318074292701676,0.25948718447512,0.752459959871204
"32",2011-10-18,1.66503056647823,0.509843481509079,1.01,1.01,1,1.01,59094,10,292,2011.79600456621,1942,2012,-0.958513611322094,0.285046762672861,0.0508711046164702,0.236850854997324,1.08211803959868
"33",2012-04-09,2.11810010837707,0.750519511584929,0.89,0.89,1,0.89,59268,4,100,2012.27197176685,1948,2012,0.990485853299832,-0.137614586483062,0.230039207478074,0.275178266079504,1.30721738772629
"34",2012-06-18,3.73782372066541,1.31850354919087,0.9,0.9,1,0.9,59338,6,170,2012.46322859745,1950,2012,0.228991508521856,-0.973428420082794,-0.556894154814203,0.274191832606932,0.59493473157817
"35",2012-08-29,0.863663814244659,-0.146571689782136,0.92,0.92,1,0.92,59410,8,242,2012.65994990893,1952,2012,-0.844159242112672,-0.536092505035986,-0.340685369427185,0.236601129622386,0.731472742158182
"36",2012-10-09,0.78720832904923,-0.239262352698911,0.68,0.68,1,0.68,59451,10,283,2012.77197176685,1954,2013,-0.990485853299786,0.137614586483389,0.247051131459033,0.176690275135521,1.30038562893658
