"","Date","Q","LogQ","ConcLow","ConcHigh","Uncen","ConcAve","Julian","Month","Day","DecYear","MonthSeq","waterYear","SinDY","CosDY","yHat","SE","ConcHat"
"1",2010-04-14,5441.07393921382,8.60173173566281,11.5,11.5,1,11.5,58542,4,105,2010.28390410959,1924,2010,0.97739567987966,-0.211418270148484,2.30355033909754,0.1585208901865,10.1362162274261
"2",2010-05-12,5956.54410187618,8.69224574320364,11,11,1,11,58570,5,133,2010.36061643836,1925,2010,0.768038601154446,-0.640403550221828,2.24908183112386,0.149427528906023,9.58544808836393
"3",2010-06-23,5097.42716410558,8.53649121379441,9.5,9.5,1,9.5,58612,6,175,2010.47568493151,1926,2010,0.152182461818331,-0.988352416051538,2.15071591102649,0.14344203365945,8.67984541807955
"4",2010-07-08,5297.88778291872,8.57506348858065,7.5,7.5,1,7.5,58627,7,190,2010.51678082192,1927,2010,-0.105241765696883,-0.994446665615106,2.15932329786056,0.138960261435585,8.74934005281507
"5",2010-08-04,5441.07393921382,8.60173173566281,8.5,8.5,1,8.5,58654,8,217,2010.59075342466,1928,2010,-0.539817745812489,-0.841781920277409,2.08270537821722,0.132997225455297,8.09745252565683
"6",2010-09-09,5756.08348306304,8.6580125715614,8,8,1,8,58690,9,253,2010.68938356164,1929,2010,-0.928343696670293,-0.371722989405465,2.04483447462324,0.118965387106987,7.78275863976502
"7",2010-10-13,5498.34840173186,8.61220303553011,6.5,6.5,1,6.5,58724,10,287,2010.78253424658,1930,2011,-0.979179152673147,0.202997997453911,2.04374882872424,0.102965864432891,7.76052365585865
"8",2010-11-10,5355.16224543676,8.58581628035691,7.5,7.5,1,7.5,58752,11,315,2010.85924657534,1931,2011,-0.773522103689707,0.633769323258431,1.98710280960448,0.111720841284394,7.34003479290607
"9",2011-04-28,4581.95700144322,8.42988147873615,12,12,1,12,58921,4,119,2011.32229706588,1936,2011,0.898587800028239,-0.438793762080103,2.18804529847267,0.164001638009226,9.03850303399672
"10",2011-05-26,5269.2505516597,8.56964342111131,8.4,8.4,1,8.4,58949,5,147,2011.39901815276,1937,2011,0.592764965192564,-0.805375500024838,2.23294217649034,0.163324107020588,9.45250285157795
"11",2011-06-15,5297.88778291872,8.57506348858065,9,9,1,9,58969,6,167,2011.4538189291,1938,2011,0.286109589940454,-0.958196901760857,2.18479589089526,0.159065472287911,9.00200025441099
"12",2011-07-13,5211.97608914166,8.55871435057912,7.75,7.75,1,7.75,58997,7,195,2011.53054001598,1939,2011,-0.190713150341594,-0.981645808979382,2.13378344592343,0.149053889352834,8.54111854926233
"13",2011-08-22,5297.88778291872,8.57506348858065,7.95,7.95,1,7.95,59037,8,235,2011.64014156867,1940,2011,-0.77107992792232,-0.636738364444384,2.05693432271031,0.131437154300809,7.88981104163776
"14",2011-09-21,4896.96654529244,8.49637122000498,8,8,1,8,59067,9,265,2011.72234273319,1941,2011,-0.984938955822676,-0.172902438684182,1.99950157411555,0.114141787536332,7.43364076859525
"15",2011-10-24,5584.26009550892,8.62770722206607,9.7,9.7,1,9.7,59100,10,298,2011.81276401416,1942,2012,-0.923243447282533,0.384215482574382,1.96505176948537,0.0902837052869707,7.16442167833637
"16",2011-11-08,5297.88778291872,8.57506348858065,6.45,6.45,1,6.45,59115,11,313,2011.85386459642,1943,2012,-0.794507317554624,0.607254577876656,2.0049470322443,0.105078324905927,7.46680920097383
"17",2012-04-26,5326.52501417774,8.58045433721553,7,7,1,7,59285,4,117,2012.31876138434,1948,2012,0.908113224817809,-0.418724695845611,2.32776371879391,0.167164425970155,10.3992708326991
"18",2012-05-23,4839.6920827744,8.4846063784254,8,8,1,8,59312,5,144,2012.39253187614,1949,2012,0.625086336318497,-0.78055561758783,2.21454833678571,0.169803585477431,9.290245377971
"19",2012-06-20,4954.24100781048,8.5079992580001,7.55,7.55,1,7.55,59340,6,172,2012.46903460838,1950,2012,0.193336124502661,-0.981132581745348,2.16344024049754,0.160357769883967,8.81361379007698
"20",2012-07-24,5126.0643953646,8.54209346934308,7.4,7.4,1,7.4,59374,7,206,2012.56193078324,1951,2012,-0.379376741955026,-0.92524228592493,2.10049169167102,0.146856506748052,8.2587653951187
"21",2012-08-20,5183.33885788264,8.55320469476815,7.1,7.1,1,7.1,59401,8,233,2012.63570127505,1952,2012,-0.753017678020028,-0.65800028616204,2.05585994867779,0.13260328431611,7.88255243256558
"22",2012-09-12,4811.05485151538,8.47867164290558,7.35,7.35,1,7.35,59424,9,256,2012.6985428051,1953,2012,-0.948187387274279,-0.317711628074858,2.00890328741623,0.119428510865379,7.50849369197512
"23",2012-10-23,4954.24100781048,8.5079992580001,6.75,6.75,1,6.75,59465,10,297,2012.81056466302,1954,2013,-0.928464574241882,0.371420966529678,1.98300191829433,0.103853443972223,7.30379946350161
