"","Date","Q","LogQ","ConcLow","ConcHigh","Uncen","ConcAve","Julian","Month","Day","DecYear","MonthSeq","waterYear","SinDY","CosDY","yHat","SE","ConcHat"
"1",2001-02-26,19.3161348917313,2.96094075140642,29.4,29.4,1,29.4,55208,2,57,2001.1551369863,1814,2001,0.827564058816698,0.56137129295577,2.88571306282108,0.100232283500709,18.0065632808333
"2",2001-03-09,8.70742991452087,2.1641766743621,20.4,20.4,1,20.4,55219,3,69,2001.1852739726,1815,2001,0.918436924133406,0.395567461235587,3.09782935190917,0.132115676587186,22.3439731708231
"3",2001-03-16,11.6301333299925,2.45359943078064,19.2,19.2,1,19.2,55226,3,76,2001.20445205479,1815,2001,0.959327474232275,0.282295584774404,3.04574312216281,0.129638310069165,21.2030739303506
"4",2001-03-22,12.9448442565157,2.560697581962,20.6,20.6,1,20.6,55232,3,82,2001.22089041096,1815,2001,0.983320199330504,0.181882889763214,3.01216256084833,0.128271126416114,20.4992705335989
"5",2001-03-24,14.3606861704232,2.66449434593414,20.2,20.2,1,20.2,55234,3,84,2001.22636986301,1815,2001,0.988998186699752,0.147927640096777,2.99352207813455,0.128532650601005,20.1213692938425
"6",2001-04-03,8.86924127425178,2.18258925424706,20,20,1,20,55244,4,94,2001.25376712329,1816,2001,0.999719889665386,-0.0236673236220025,3.05789997915698,0.114294192931298,21.422281253072
"7",2001-04-06,8.47482770301319,2.13710032303191,20,20,1,20,55247,4,97,2001.26198630137,1816,2001,0.997165380022879,-0.0752409787537779,3.06078580335153,0.11147948595185,21.477366103572
"8",2001-04-10,11.2256073578235,2.41819753976575,21,21,1,21,55251,4,101,2001.27294520548,1816,2001,0.98962564058036,-0.143670078673023,3.00294982329152,0.117494405668592,20.2844035144462
"9",2001-05-14,5.2285034996932,1.65412509940566,20.4,20.4,1,20.4,55285,5,135,2001.36609589041,1817,2001,0.745539739760187,-0.666461173991638,3.08950665815911,0.0866466904615813,22.0488508004904
"10",2001-05-23,6.98819300571548,1.94422201148334,18.8,18.8,1,18.8,55294,5,144,2001.39075342466,1817,2001,0.633769323259085,-0.773522103689171,3.03970801246502,0.0997743734939877,21.003424067556
