,Date,"Flow, CFS"
0,1996-01-01,
1,1996-01-02,62.8571425
2,1996-01-03,61.428572499999994
3,1996-01-04,59.99999821428571
4,1996-01-05,58.928570714285705
5,1996-01-06,57.50000035714286
6,1996-01-07,56.07143035714286
7,1996-01-08,54.99999857142856
8,1996-01-09,56.785715357142855
9,1996-01-10,57.50000035714286
10,1996-01-11,56.42857285714286
11,1996-01-12,56.07143035714286
12,1996-01-13,55.71428357142857
13,1996-01-14,56.785715357142855
14,1996-01-15,56.42857285714286
15,1996-01-16,64.28571249999999
16,1996-01-17,367.85715
17,1996-01-18,276.7857142857143
18,1996-01-19,421.42857857142855
19,1996-01-20,357.1428571428571
20,1996-01-21,241.07142857142856
21,1996-01-22,142.85714285714286
22,1996-01-23,178.57142857142856
23,1996-01-24,241.07142857142856
24,1996-01-25,207.14286392857144
25,1996-01-26,157.1428607142857
26,1996-01-27,232.14285714285717
27,1996-01-28,210.71428928571427
28,1996-01-29,178.57142857142856
29,1996-01-30,149.99999321428567
30,1996-01-31,128.57142499999998
31,1996-02-01,117.85714107142857
32,1996-02-02,107.14285714285714
33,1996-02-03,99.99999821428571
34,1996-02-04,96.42857321428569
35,1996-02-05,92.85713928571428
36,1996-02-06,92.14285428571431
37,1996-02-07,92.85713928571428
38,1996-02-08,135.71428392857143
39,1996-02-09,199.99999642857142
40,1996-02-10,285.7142857142857
41,1996-02-11,139.28571785714286
42,1996-02-12,107.14285714285714
43,1996-02-13,95.00000321428571
44,1996-02-14,87.50000178571429
45,1996-02-15,82.14285535714286
46,1996-02-16,76.78571785714286
47,1996-02-17,72.14285642857143
48,1996-02-18,69.64285892857143
49,1996-02-19,66.07142928571429
50,1996-02-20,107.14285714285714
51,1996-02-21,250.0
52,1996-02-22,207.14286392857144
53,1996-02-23,171.42857821428572
54,1996-02-24,164.28571071428573
55,1996-02-25,128.57142499999998
56,1996-02-26,118.57142607142856
57,1996-02-27,114.28571607142857
58,1996-02-28,142.85714285714286
59,1996-02-29,125.0
60,1996-03-01,103.57143214285715
61,1996-03-02,93.57142464285714
62,1996-03-03,89.28571428571428
63,1996-03-04,60.71428750000001
64,1996-03-05,45.35714214285714
65,1996-03-06,42.14285535714286
66,1996-03-07,49.999999285714296
67,1996-03-08,107.14285714285714
68,1996-03-09,64.28571249999999
69,1996-03-10,55.357141071428565
70,1996-03-11,57.85714285714286
71,1996-03-12,54.285713571428566
72,1996-03-13,128.2142825
73,1996-03-14,148.92857428571432
74,1996-03-15,298.57141642857135
75,1996-03-16,213.5714292857143
76,1996-03-17,141.07143035714284
77,1996-03-18,106.78571464285713
78,1996-03-19,94.28571785714287
79,1996-03-20,216.42856928571427
80,1996-03-21,229.28571714285718
81,1996-03-22,157.49999464285713
82,1996-03-23,131.42857392857144
83,1996-03-24,128.2142825
84,1996-03-25,139.28571785714286
85,1996-03-26,171.42857821428572
86,1996-03-27,135.71428392857143
87,1996-03-28,107.49999964285713
88,1996-03-29,108.57142714285713
89,1996-03-30,94.28571785714287
90,1996-03-31,84.28571071428571
91,1996-04-01,106.78571464285713
92,1996-04-02,176.78570749999997
93,1996-04-03,148.57142321428572
94,1996-04-04,120.71428964285714
95,1996-04-05,106.07142964285713
96,1996-04-06,93.92857535714286
97,1996-04-07,85.35714642857144
98,1996-04-08,77.85714535714284
99,1996-04-09,70.00000142857142
100,1996-04-10,64.64285500000001
101,1996-04-11,57.85714285714286
102,1996-04-12,70.00000142857142
103,1996-04-13,864.2857428571427
104,1996-04-14,982.1428571428572
105,1996-04-15,442.8571285714285
106,1996-04-16,514.2856999999998
107,1996-04-17,382.14285
108,1996-04-18,251.42857
109,1996-04-19,203.21428785714286
110,1996-04-20,295.3571592857143
111,1996-04-21,248.57143
112,1996-04-22,217.14285428571426
113,1996-04-23,340.00001642857137
114,1996-04-24,360.7143
115,1996-04-25,238.5714225
116,1996-04-26,172.49999714285713
117,1996-04-27,138.2142817857143
118,1996-04-28,113.57143107142859
119,1996-04-29,98.5714282142857
120,1996-04-30,100.35714071428569
121,1996-05-01,107.49999964285713
122,1996-05-02,117.85714107142857
123,1996-05-03,109.28571214285714
124,1996-05-04,98.92857071428571
125,1996-05-05,89.28571428571428
126,1996-05-06,78.92857285714288
127,1996-05-07,69.28571642857143
128,1996-05-08,61.785715
129,1996-05-09,65.35714428571428
130,1996-05-10,496.42855714285713
131,1996-05-11,839.2857142857142
132,1996-05-12,607.1428571428571
133,1996-05-13,329.28572392857143
134,1996-05-14,233.2142932142857
135,1996-05-15,180.71428357142855
136,1996-05-16,143.92857892857143
137,1996-05-17,118.57142607142856
138,1996-05-18,99.6428557142857
139,1996-05-19,86.7857167857143
140,1996-05-20,75.35713928571428
141,1996-05-21,517.8571428571429
142,1996-05-22,539.2857285714285
143,1996-05-23,307.1428707142857
144,1996-05-24,250.71428500000002
145,1996-05-25,208.21428285714282
146,1996-05-26,175.71428857142857
147,1996-05-27,148.92857428571432
148,1996-05-28,127.4999975
149,1996-05-29,108.21428464285714
150,1996-05-30,92.49999678571429
151,1996-05-31,77.50000285714285
152,1996-06-01,65.71428678571428
153,1996-06-02,59.64285571428571
154,1996-06-03,57.85714285714286
155,1996-06-04,59.28571321428571
156,1996-06-05,59.99999821428571
157,1996-06-06,59.28571321428571
158,1996-06-07,98.5714282142857
159,1996-06-08,126.07142749999998
160,1996-06-09,115.35714357142857
161,1996-06-10,575.0000142857143
162,1996-06-11,892.8571428571429
163,1996-06-12,892.8571428571429
164,1996-06-13,642.8571428571429
165,1996-06-14,312.5
166,1996-06-15,243.9285685714285
167,1996-06-16,188.21428500000002
168,1996-06-17,144.28571285714287
169,1996-06-18,135.35714142857142
170,1996-06-19,241.07142857142856
171,1996-06-20,578.5714571428573
172,1996-06-21,352.4999960714286
173,1996-06-22,228.92856607142858
174,1996-06-23,154.64285428571424
175,1996-06-24,138.5714325
176,1996-06-25,122.14286000000001
177,1996-06-26,98.21428571428572
178,1996-06-27,78.57143035714284
179,1996-06-28,63.571427500000006
180,1996-06-29,53.928571071428564
181,1996-06-30,42.85714464285714
