"","Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","Qualifier","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux"
"1",1980-01-01,2.69010040502435,47481,1,1,1980.00147996357,1561,1980,"A",1,0.989578518205039,NA,NA,-3.57655321514622,0.424002400485672,0.0308714781437031,7.17529327413777,0.248975169919993,258.031567002178
"2",1980-01-02,2.49188248044361,47482,1,2,1980.00421220401,1561,1980,"A",2,0.913038441082704,NA,NA,-3.56716577750457,0.420685098813127,0.0314499186328395,6.7711249082203,NA,NA
"3",1980-01-03,2.35029824860022,47483,1,3,1980.00694444444,1561,1980,"A",3,0.854542234401096,NA,NA,-3.55292363733549,0.418411418002694,0.0321566583860326,6.52991655330963,0.151660999830398,128.443865120217
"4",1980-01-04,2.1237634776508,47484,1,4,1980.00967668488,1561,1980,"A",4,0.753189740140808,NA,NA,-3.5560785193341,0.41367416706674,0.0322819731675097,5.92352141181065,0.183682200115514,175.287819689212
"5",1980-01-05,1.89722870670138,47485,1,5,1980.01240892532,1561,1980,"A",5,0.640394245995464,NA,NA,-3.63208934211616,0.403856150722916,0.0305774018009294,5.01226483447289,NA,NA
"6",1980-01-06,1.86891186033271,47486,1,6,1980.01514116576,1561,1980,"A",6,0.625356368630923,NA,NA,-3.61564617564219,0.403319804304237,0.0313022690606555,5.05450211640058,0.0887772969115796,80.9640784787314
"7",1980-01-07,1.755644474858,47487,1,7,1980.01787340619,1561,1980,"A",7,0.562836011649589,2.16826137908729,NA,-3.64260877950363,0.398375005823232,0.0307214653312852,4.66006788303083,0.239709237128282,244.060655449394
"8",1980-01-08,1.64237708938329,47488,1,8,1980.02060564663,1561,1980,"A",8,0.496144637150917,2.01858661971,NA,-3.67236929719564,0.39311046094596,0.0299409796325221,4.24866634405741,0.0784517523950667,56.1410538238414
"9",1980-01-09,1.58574339664593,47489,1,9,1980.02333788707,1561,1980,"A",9,0.461053317339647,1.88913817916747,NA,-3.67251952884393,0.390827891739563,0.0299688654662596,4.10598119676311,NA,NA
"10",1980-01-10,1.64237708938329,47490,1,10,1980.0260701275,1561,1980,"A",10,0.496144637150917,1.78800658499363,NA,-3.60928193359775,0.395010188255066,0.0319910314153504,4.5395715221838,0.0614919251721982,27.5245612808875
"11",1980-01-11,4.72891334356912,47491,1,11,1980.02880236794,1561,1980,"A",11,1.55369543902125,2.16017085155339,NA,-2.8975878058342,0.452670151842649,0.0654374621542153,26.7363147989118,0.187221387819388,187.850173018516
"12",1980-01-12,6.85267682121992,47492,1,12,1980.03153460838,1561,1980,"A",12,1.92463935276118,2.86809201077032,NA,-2.15722185137988,0.460983966019717,0.155657668173547,92.1604344253636,0.225803981204942,229.679083218174
"13",1980-01-13,4.92713126814986,47493,1,13,1980.03426684882,1561,1980,"A",13,1.59475692581903,3.30498049760134,NA,-2.80372688441214,0.454076694104668,0.0713492836498728,30.3736855476714,0.147665963048835,111.327642424154
"14",1980-01-14,3.28475417876657,47494,1,14,1980.03699908925,1561,1980,"A",14,1.18929181771086,3.52342474101685,NA,-3.15195299677443,0.440085854974405,0.0495556922712322,14.0640422920935,NA,NA
"15",1980-01-15,2.29366455586287,47495,1,15,1980.03973132969,1561,1980,"A",15,0.830150781276936,3.61646580765679,NA,-3.20763548796605,0.42616835643213,0.0465745219987258,9.22979493919291,0.143898225601369,138.742951552507
"16",1980-01-16,2.09544663128212,47496,1,16,1980.04246357013,1561,1980,"A",16,0.739766719808667,3.68928055546196,NA,-3.2136599412745,0.422241031537152,0.0462089391464021,8.36597081112039,0.0904516225301503,58.5698439587459
"17",1980-01-17,2.7467340977617,47497,1,17,1980.04519581056,1561,1980,"A",17,1.01041260510788,3.84704584237317,NA,-3.10730076594139,0.434555797065943,0.0512505248962574,12.1626631521275,0.22429248617105,229.851285997265
"18",1980-01-18,2.86000148323641,47498,1,18,1980.047928051,1561,1980,"A",18,1.05082214344576,3.58005843375421,NA,-3.0690168192806,0.436656626956337,0.0530237303003067,13.1023826472042,0.228603414642661,237.407624139127
"19",1980-01-19,2.46356563407493,47499,1,19,1980.05066029144,1561,1980,"A",19,0.901609745259081,2.95304254987635,NA,-3.07415419827289,0.431770518319385,0.0523745677150873,11.148035194577,0.115009805956135,92.4004518664113
"20",1980-01-20,2.18039717038816,47500,1,20,1980.05339253188,1561,1980,"A",20,0.779507048458181,2.56065196448182,NA,-3.07265119826651,0.428109964810095,0.0520105638462139,9.79807849118588,0.137795856210574,106.999946679493
"21",1980-01-21,1.78396132122667,47501,1,21,1980.05612477231,1561,1980,"A",21,0.57883635299603,2.34625298483327,NA,-3.19557309747464,0.412546578276523,0.0462823468000196,7.13369518964647,0.108854134209854,86.0937592920191
"22",1980-01-22,1.81227816759535,47502,1,22,1980.05885701275,1561,1980,"A",22,0.59458470996417,2.27748350079505,NA,-3.15211064376474,0.414793803062341,0.0479478648269695,7.50771664779426,0.149268884953568,137.121423525779
"23",1980-01-23,1.69901078212064,47503,1,23,1980.06158925319,1561,1980,"A",23,0.530046188826598,2.2208498080577,NA,-3.17240083668529,0.410228111628173,0.0465983933031345,6.84038931709165,0.173800774845949,174.088834628246
"24",1980-01-24,1.61406024301461,47504,1,24,1980.06432149362,1561,1980,"A",24,0.478752894439048,2.05903925737954,NA,-3.1811392608414,0.40626656521633,0.0463826525682775,6.4682837691278,0.144350564531244,113.929929361632
"25",1980-01-25,1.52910970390858,47505,1,25,1980.06705373406,1561,1980,"A",25,0.424685673168772,1.86891186033271,NA,-3.19092960554767,0.401851048064415,0.0463381710559334,6.12197110278748,0.114525957201372,79.644502091568
"26",1980-01-26,1.47247601117122,47506,1,26,1980.0697859745,1561,1980,"A",26,0.386945345185925,1.72732762848932,NA,-3.18718807314854,0.398858129154776,0.0468666975782037,5.96247159514073,0.075301537136647,25.8476930380503
"27",1980-01-27,1.38752547206519,47507,1,27,1980.07251821494,1561,1980,"A",27,0.327521924715124,1.61406024301461,NA,-3.19894890015382,0.39413791807784,0.0464550753620066,5.56913667209693,0.107085522653361,56.1119275074388
"28",1980-01-28,1.33089177932784,47508,1,28,1980.07525045537,1561,1980,"A",28,0.285849228314556,1.54933602274335,NA,-3.20075795339403,0.390676938351436,0.046627558782812,5.36165867584828,0.0932283147808233,44.1788482782374
"29",1980-01-29,1.30257493295916,47509,1,29,1980.07798269581,1561,1980,"A",29,0.264343023093593,1.47652127493818,NA,-3.2060884608705,0.3877242543875,0.0472782484556975,5.32081105740921,0.163343868111737,137.087253811646
"30",1980-01-30,1.27425808659048,47510,1,30,1980.08071493625,1561,1980,"A",30,0.242364116374817,1.41584231843387,2.3229252971105,-3.21169017225801,0.384690443323114,0.0478139155146106,5.26411599805842,0.127432873261414,90.8123430207066
"31",1980-01-31,1.2459412402218,47511,1,31,1980.08344717668,1561,1980,"A",31,0.219891260522759,1.36325388946347,2.27478665828375,-3.21758199188481,0.381571988733736,0.0482303768904074,5.19196742777081,0.121557284223455,81.1772009197844
"32",1980-02-01,1.21762439385313,47512,2,32,1980.08617941712,1562,1980,"A",32,0.19690174229806,1.31875598802697,2.23231138873073,-3.22378428243961,0.378365134635308,0.0485231836776226,5.10477224658818,0.139189389807991,82.8173265063489
"33",1980-02-02,1.21762439385313,47513,2,33,1980.08891165756,1562,1980,"A",33,0.19690174229806,1.28234861412439,2.1945555935725,-3.18868040185957,0.378558643249198,0.0502761618590338,5.28919036780617,0.111512358092046,50.1835283996431
"34",1980-02-03,1.21762439385313,47514,2,34,1980.091643898,1562,1980,"A",34,0.19690174229806,1.25807703152267,2.16435095744591,-3.15357652127955,0.378752151863087,0.052029140040445,5.47360848902416,0.107964858493618,44.1272654147887
"35",1980-02-04,1.21762439385313,47515,2,35,1980.09437613843,1562,1980,"A",35,0.19690174229806,1.24189597645485,2.14169748035096,-3.11847264069951,0.378945660476977,0.0537821182218562,5.65802661024214,0.127706292017557,62.3531967968653
"36",1980-02-05,1.21762439385313,47516,2,36,1980.09710837887,1562,1980,"A",36,0.19690174229806,1.22976018515399,2.11998789813498,-3.08336876011948,0.379139169090867,0.0555350964032673,5.84244473146013,0.0963762678500044,50.5580188670795
"37",1980-02-06,1.21762439385313,47517,2,37,1980.09984061931,1562,1980,"A",37,0.19690174229806,1.22166965762008,2.10205389543482,-3.04826487953945,0.379332677704756,0.0572880745846785,6.02686285267811,0.153790882202564,104.751268652115
