"","Date","Q","LogQ","ConcLow","ConcHigh","Uncen","ConcAve","Julian","Month","Day","DecYear","MonthSeq","waterYear","SinDY","CosDY","yHat","SE","ConcHat"
"1",2005-02-15,70.2257789943198,4.25171546576353,119,119,1,119,56658,2,46,2005.125,1862,2005,0.707106781185781,0.707106781187314,4.21870589508149,0.222784021730969,69.6527550619783
"2",2005-06-07,2.83168463686774,1.04087181259259,115,115,1,115,56770,6,159,2005.43184931507,1866,2005,0.415237066499976,-0.909713239765419,4.96474316828442,0.10890081108073,144.123830145325
"3",2006-01-26,6.73940943574521,1.90797230027597,211,211,1,211,57003,1,26,2006.07020547945,1873,2006,0.426947127351199,0.904276589571221,4.76061845440997,0.104061846290106,117.452369839772
"4",2007-06-28,1.95952576871247,0.672702489228122,124,124,1,124,57521,6,180,2007.48938356164,1890,2007,0.0666555924398198,-0.997776043005893,4.68843518013061,0.130630638957622,109.614247559701
"5",2007-08-01,1.95669408407561,0.671256357378122,110,110,1,110,57555,8,214,2007.58253424658,1892,2007,-0.495645566986185,-0.868524882733329,4.6647064837153,0.105896645643795,106.731200993418
"6",2007-11-29,12.0912933994252,2.49248563983312,64.3,64.3,1,64.3,57675,11,334,2007.91130136986,1895,2008,-0.528905102854819,0.84868097196422,4.69666495111925,0.140725799153747,110.671552281176
"7",2008-10-23,2.33613982541588,0.848499919945133,89.9,89.9,1,89.9,58004,10,297,2008.81045081967,1906,2009,-0.928730013692642,0.370756741902915,4.61430468723526,0.188718930092301,102.730813346902
"8",2009-04-14,6.90931051395727,1.9328698518977,121,121,1,121,58177,4,105,2009.28390410959,1912,2009,0.977395679879799,-0.211418270147839,5.06725415881504,0.181078583489491,161.361773657627
"9",2009-06-24,2.53152606535976,0.928822308783966,90.7,90.7,1,90.7,58248,6,176,2009.47842465753,1914,2009,0.135147052199135,-0.990825551891898,4.70584092675387,0.159229859757193,112.00214253322
"10",2009-08-27,1.78112963658981,0.577247790310892,103,103,1,103,58312,8,240,2009.65376712329,1916,2009,-0.82270168414107,-0.568473340545928,4.62215509060454,0.110184595181461,102.332305317591
"11",2009-10-27,2.37578341033203,0.865327240077658,89.5,89.5,1,89.5,58373,10,301,2009.82089041096,1918,2010,-0.90243083241744,0.43083476264383,4.6447501158889,0.21989457721237,106.58330952707
"12",2010-03-17,14.9796117290303,2.7066900584628,126,126,1,126,58514,3,77,2010.20719178082,1923,2010,0.964044593956826,0.265740514153598,4.90980041657161,0.270641494845883,140.670999346893
"13",2010-05-24,6.96594420669463,1.94103316253686,87.5,87.5,1,87.5,58582,5,145,2010.39349315068,1925,2010,0.620360512029974,-0.784316795124208,4.46356514022285,0.212339796140594,88.7753689413406
"14",2010-07-22,1.80095142904788,0.588315096950574,112,112,1,112,58641,7,204,2010.5551369863,1927,2010,-0.339547620457223,-0.940588865255079,4.6494005222145,0.129438011486578,105.401579485225
"15",2011-01-04,11.3550553938396,2.42966305391107,118,118,1,118,58807,1,4,2011.00993264071,1933,2011,0.0623681181815738,0.998053213929242,5.09058738415181,0.274181142541676,168.708948770701
"16",2011-11-14,34.8297210334731,3.55047107497096,71.6,71.6,1,71.6,59121,11,319,2011.87030482932,1943,2012,-0.727656178708241,0.685942042440701,3.70116455490618,0.273507948841916,42.0377428462799
"17",2012-06-26,0.965604461171898,-0.0350009891060312,100,100,1,100,59346,6,178,2012.485428051,1950,2012,0.0914303886157913,-0.995811470127536,4.74195411832456,0.15355561192555,116.01781783092
"18",2012-11-13,18.1794153686909,2.90028993029446,61.9,61.9,1,61.9,59486,11,318,2012.8679417122,1955,2013,-0.737760397069828,0.675062661176997,4.31054607268136,0.314384428542434,78.2543842916022
"19",2013-02-11,34.8297210334731,3.55047107497096,126,126,1,126,59576,2,42,2013.11415525114,1958,2013,0.657321194120422,0.753610541168383,4.93440255710857,0.294267269385206,145.140054597948
"20",2014-02-04,8.09861806144172,2.09169343742435,466,466,1,466,59934,2,35,2014.09496632804,1970,2014,0.561908382206156,0.827199474133332,5.27312335970059,0.173629583487553,197.986129622992
"21",2014-03-24,7.70218221228024,2.04150369290049,179,179,1,179,59982,3,84,2014.22645816688,1971,2014,0.989080109094284,0.147378891955525,5.61143044084966,0.245020822300388,281.870583694077
"22",2014-07-01,3.76614056703409,1.32605075482625,111,111,1,111,60081,7,183,2014.49766008447,1975,2014,0.0147015932643166,-0.999891925737722,4.83530636746438,0.217185419314436,128.881209129099
"23",2014-12-18,13.6204031033338,2.61156889671026,91.9,91.9,1,91.9,60251,12,353,2014.96336034699,1980,2015,-0.228185619497758,0.973617647259141,5.14875568481256,0.244352796578619,177.435973188336
"24",2015-03-18,22.5685265558359,3.11655630539471,129,129,1,129,60341,3,78,2015.20993150685,1983,2015,0.96847604646266,0.249106698882338,5.0484171365506,0.285364726682903,162.249236548018
"25",2015-06-10,5.1253491927306,1.63419865787032,165,165,1,165,60425,6,162,2015.44006849315,1986,2015,0.367724384502481,-0.929934824082995,4.72577661396571,0.219630251503865,115.5721878378
"26",2015-09-10,1.27142640195361,0.240139421352706,93.5,93.5,1,93.5,60517,9,254,2015.69212328767,1989,2015,-0.934604752742161,-0.355688003946949,4.60225056888621,0.143481267799677,100.740107355996
"27",2015-12-22,12.6859471731675,2.54049485901948,197,197,1,197,60620,12,357,2015.97431506849,1992,2016,-0.160683571014932,0.987005972629289,5.03430792262766,0.302128676210209,160.765823080379
"28",2016-03-08,10.8453521592034,2.38373661578514,216,216,1,216,60697,3,68,2016.18476775956,1995,2016,0.917174126749935,0.398486663792522,5.57296792646013,0.286163144642852,274.215035348761
