"","Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux"
"1",1996-01-01,10.7604016200974,53325,1,1,1996.00147996357,1753,1996,1,2.37587287932493,NA,NA,-4.43107710721647,0.830230333892055,0.0168552614150986,15.6703146253798,0.0398845492843519,228.30332667722
"2",1996-01-02,10.1940646927238,53326,1,2,1996.00421220401,1753,1996,2,2.32180565805465,NA,NA,-4.43683457532566,0.823299792903527,0.0167643959215893,14.7655298787078,0.0288362804528182,101.755329709459
"3",1996-01-03,7.07921159216934,53327,1,3,1996.00694444444,1753,1996,3,1.95716254446674,NA,NA,-4.32294740746877,0.775763904270057,0.0180718768819999,11.0535529232429,0.0346954857160384,145.450724511655
"4",1996-01-04,10.7604016200974,53328,1,4,1996.00967668488,1753,1996,4,2.37587287932493,NA,NA,-4.50738884793467,0.830463726410438,0.015872070264637,14.7562430909673,0.0688858425343441,773.830102414149
"5",1996-01-05,11.3267385474709,53329,1,5,1996.01240892532,1753,1996,5,2.42716617371248,NA,NA,-4.53820665750697,0.834788113321549,0.0155097139341328,15.1782746121782,0.0395436138674987,234.084584598177
"6",1996-01-06,10.7604016200974,53330,1,6,1996.01514116576,1753,1996,6,2.37587287932493,NA,NA,-4.55826334174539,0.830619321422689,0.0152166094976807,14.1468620680425,0.0518983138117018,493.092199864982
"7",1996-01-07,10.4772331564106,53331,1,7,1996.01787340619,1753,1996,7,2.34920463224277,10.1940646927238,NA,-4.57189219773043,0.827129592418827,0.0150177276413026,13.5945418156473,0.0320819982368608,158.839163785041
"8",1996-01-08,10.1940646927238,53332,1,8,1996.02060564663,1753,1996,8,2.32180565805465,10.1131594173848,NA,-4.58434538410804,0.823497217487441,0.0148272488566928,13.0593543028049,0.100248619448301,2928.94710544636
"9",1996-01-09,9.91089622903707,53333,1,9,1996.02333788707,1753,1996,9,2.29363478108796,10.0727067797152,NA,-4.59556882159819,0.819714799777937,0.0146455770664305,12.5410286465071,0.0527011386039823,740.006061082431
"10",1996-01-10,9.6277277653503,53334,1,10,1996.0260701275,1753,1996,10,2.2646472442147,10.4367805187411,NA,-4.6055040800071,0.815774317654766,0.0144731493083089,12.0392819810783,0.0245966854942873,94.5847065755298
