"","Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","Qualifier","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux"
"1",1980-01-01,2.69010040502435,47481,1,1,1980.00147996357,1561,1980,"A",1,0.989578518205039,NA,NA,1.75361271829722,0.249039436657262,5.97773388211542,1389.37285475192,16812130535.737,37201972971158
"2",1980-01-02,2.49188248044361,47482,1,2,1980.00421220401,1561,1980,"A",2,0.913038441082704,NA,NA,1.75234120262165,0.245698471172625,5.98427273424838,1288.40581883548,2737326871.27684,5048757465476.34
"3",1980-01-03,2.35029824860022,47483,1,3,1980.00694444444,1561,1980,"A",3,0.854542234401096,NA,NA,1.74678827775197,0.243439969221856,5.96444044209882,1211.17368311526,112360170.999413,116341287482.3
"4",1980-01-04,2.1237634776508,47484,1,4,1980.00967668488,1561,1980,"A",4,0.753189740140808,NA,NA,1.75012012192472,0.238800579506242,5.98990877378206,1099.10731578207,6341280840.5414,12536511873623.1
"5",1980-01-05,1.89722870670138,47485,1,5,1980.01240892532,1561,1980,"A",5,0.640394245995464,NA,NA,1.74250625712333,0.232790036062007,5.95615000483239,976.335445778768,12896277459.3633,30172925560818.8
"6",1980-01-06,1.86891186033271,47486,1,6,1980.01514116576,1561,1980,"A",6,0.625356368630923,NA,NA,1.72424829860983,0.232912701095097,5.86331737113445,946.773219669806,10309825629.1072,24376216026400.8
"7",1980-01-07,1.755644474858,47487,1,7,1980.01787340619,1561,1980,"A",7,0.562836011649589,2.16826137908729,NA,1.71058976333404,0.23004430933433,5.79472739495118,878.988769999573,445154174.396121,532803802385.933
"8",1980-01-08,1.64237708938329,47488,1,8,1980.02060564663,1561,1980,"A",8,0.496144637150917,2.01858661971,NA,1.69694932909422,0.226905018496642,5.72525680489482,812.421844461649,22894206895.8763,48714292963549.8
"9",1980-01-09,1.58574339664593,47489,1,9,1980.02333788707,1561,1980,"A",9,0.461053317339647,1.88913817916747,NA,1.67997290737986,0.225750493808346,5.63750733044008,772.384897968918,9848810136.82969,16387992104817.8
"10",1980-01-10,1.64237708938329,47490,1,10,1980.0260701275,1561,1980,"A",10,0.496144637150917,1.78800658499363,NA,1.6564906408735,0.229023153198904,5.51620642609521,782.757307111188,6082760100.4304,14591316443825
"11",1980-01-11,4.72891334356912,47491,1,11,1980.02880236794,1561,1980,"A",11,1.55369543902125,2.16017085155339,NA,1.8481069618959,0.290597471506402,7.16657462021871,2928.10553417399,5349222473.06472,7594081323615.27
"12",1980-01-12,6.85267682121992,47492,1,12,1980.03153460838,1561,1980,"A",12,1.92463935276118,2.86809201077032,NA,2.76067339681656,0.316484848174312,29.8921441148792,17698.2799489285,12893031219.1795,24632416405600
"13",1980-01-13,4.92713126814986,47493,1,13,1980.03426684882,1561,1980,"A",13,1.59475692581903,3.30498049760134,NA,1.83714170614348,0.293881407170493,7.07236617718247,3010.73557231307,7648888564.13723,19574161790930.9
"14",1980-01-14,3.28475417876657,47494,1,14,1980.03699908925,1561,1980,"A",14,1.18929181771086,3.52342474101685,NA,1.45415485277086,0.271565957044343,4.55062963748724,1291.48125561405,464495324.606262,1564257308259.19
"15",1980-01-15,2.29366455586287,47495,1,15,1980.03973132969,1561,1980,"A",15,0.830150781276936,3.61646580765679,NA,1.51961554166733,0.254589715305533,4.83430319384507,958.026518324676,12449803806.4377,23163976593712.5
"16",1980-01-16,2.09544663128212,47496,1,16,1980.04246357013,1561,1980,"A",16,0.739766719808667,3.68928055546196,NA,1.51773095182528,0.250855332191921,4.81314751039324,871.403938835108,7290534830.20207,13189509553570.5
"17",1980-01-17,2.7467340977617,47497,1,17,1980.04519581056,1561,1980,"A",17,1.01041260510788,3.84704584237317,NA,1.43821705298503,0.265445965066298,4.46091304757522,1058.65418663351,4984986131.84011,6980659754446.46
"18",1980-01-18,2.86000148323641,47498,1,18,1980.047928051,1561,1980,"A",18,1.05082214344576,3.58005843375421,NA,1.40927160579934,0.268343458094903,4.32836757542995,1069.55749604638,17784733092.1679,30163667596394.7
"19",1980-01-19,2.46356563407493,47499,1,19,1980.05066029144,1561,1980,"A",19,0.901609745259081,2.95304254987635,NA,1.42509562744405,0.262164424913812,4.37880370586897,932.037436351188,13361119565.7073,23916325297328
"20",1980-01-20,2.18039717038816,47500,1,20,1980.05339253188,1561,1980,"A",20,0.779507048458181,2.56065196448182,NA,1.43450635501272,0.257413947256776,4.39771832507656,828.469951962716,630284952.370239,798170469182.826
"21",1980-01-21,1.78396132122667,47501,1,21,1980.05612477231,1561,1980,"A",21,0.57883635299603,2.34625298483327,NA,1.42932808637976,0.24595309505901,4.35049740821782,670.560690616487,11343043547.0431,20090336264774.2
"22",1980-01-22,1.81227816759535,47502,1,22,1980.05885701275,1561,1980,"A",22,0.59458470996417,2.27748350079505,NA,1.40851527032693,0.248024101205824,4.24527920488088,664.729357105628,8814150475.92673,17142746995803.3
"23",1980-01-23,1.69901078212064,47503,1,23,1980.06158925319,1561,1980,"A",23,0.530046188826598,2.2208498080577,NA,1.39181371750304,0.244960148655244,4.15245980573192,609.558392067361,11000118365.2662,20351802925633
"24",1980-01-24,1.61406024301461,47504,1,24,1980.06432149362,1561,1980,"A",24,0.478752894439048,2.05903925737954,NA,1.37162161119633,0.242472565242581,4.07440751265942,568.19570515404,1872623293.13028,3502366728000.89
"25",1980-01-25,1.52910970390858,47505,1,25,1980.06705373406,1561,1980,"A",25,0.424685673168772,1.86891186033271,NA,1.34995539744701,0.239689656607364,4.00505752882362,529.128489487937,3583766271.96503,5563845062678
"26",1980-01-26,1.47247601117122,47506,1,26,1980.0697859745,1561,1980,"A",26,0.386945345185925,1.72732762848932,NA,1.32725957697248,0.237962592204126,3.93275576515189,500.3327682992,4.66402247147338,1531.87664389944
"27",1980-01-27,1.38752547206519,47507,1,27,1980.07251821494,1561,1980,"A",27,0.327521924715124,1.61406024301461,NA,1.30507504706071,0.234873750712608,3.86171966772031,462.951452586562,11155484.8878607,10251762116.053
"28",1980-01-28,1.33089177932784,47508,1,28,1980.07525045537,1561,1980,"A",28,0.285849228314556,1.54933602274335,NA,1.2850011730306,0.232903821903017,3.80271904961292,437.271049920084,3694148052.00857,9028622499350.21
"29",1980-01-29,1.30257493295916,47509,1,29,1980.07798269581,1561,1980,"A",29,0.264343023093593,1.47652127493818,NA,1.27730029403097,0.232132812134278,3.80297162268358,427.995835758372,2107202934.88596,2811116561864.61
"30",1980-01-30,1.27425808659048,47510,1,30,1980.08071493625,1561,1980,"A",30,0.242364116374817,1.41584231843387,2.3229252971105,1.2693523029468,0.231361679176846,3.79934234105926,418.29200943728,3147957472.10026,6802710527291.7
"31",1980-01-31,1.2459412402218,47511,1,31,1980.08344717668,1561,1980,"A",31,0.219891260522759,1.36325388946347,2.27478665828375,1.26115315044335,0.230590052268666,3.79172045285319,408.176140343237,3435128614.33781,7962506446968.2
"32",1980-02-01,1.21762439385313,47512,2,32,1980.08617941712,1562,1980,"A",32,0.19690174229806,1.31875598802697,2.23231138873073,1.25269867018405,0.229817526674771,3.7799890324783,397.665232223863,13090059.7353896,13180118187.4314
"33",1980-02-02,1.21762439385313,47513,2,33,1980.08891165756,1562,1980,"A",33,0.19690174229806,1.28234861412439,2.1945555935725,1.22670404525813,0.230580478195559,3.69013981614403,388.212847793193,5179519.54841632,4916766852.30499
"34",1980-02-03,1.21762439385313,47514,2,34,1980.091643898,1562,1980,"A",34,0.19690174229806,1.25807703152267,2.16435095744591,1.2007094203322,0.231343429716348,3.60029059980976,378.760463362524,1407747.90749781,1117955175.06256
"35",1980-02-04,1.21762439385313,47515,2,35,1980.09437613843,1562,1980,"A",35,0.19690174229806,1.24189597645485,2.14169748035096,1.17471479540628,0.232106381237136,3.51044138347549,369.308078931854,6424703.05434459,5862565434.9932
"36",1980-02-05,1.21762439385313,47516,2,36,1980.09710837887,1562,1980,"A",36,0.19690174229806,1.22976018515399,2.11998789813498,1.14872017048035,0.232869332757925,3.42059216714122,359.855694501185,8334382710.39081,16777900085399.1
"37",1980-02-06,1.21762439385313,47517,2,37,1980.09984061931,1562,1980,"A",37,0.19690174229806,1.22166965762008,2.10205389543482,1.12272554555443,0.233632284278713,3.33074295080695,350.403310070515,306168806.896571,947937150281.568
"38",1980-02-07,1.2459412402218,47518,2,38,1980.10257285974,1562,1980,"A",38,0.219891260522759,1.22166965762008,2.08883936712943,1.08148993797615,0.235811743318335,3.18353721310872,342.70562623043,2020178560.72803,4942519418333.38
"39",1980-02-08,1.2459412402218,47519,2,39,1980.10530510018,1562,1980,"A",39,0.219891260522759,1.22571492138703,2.07751262858196,1.05582376476472,0.236557699182627,3.09665389313902,333.352695642219,4010649938.64134,7685593147276.12
"40",1980-02-09,1.2459412402218,47520,2,40,1980.10803734062,1562,1980,"A",40,0.219891260522759,1.22976018515399,2.06429810027658,1.03015759155543,0.237303655046857,3.00977057317656,323.999765054786,2434036410.79124,5213996365981.44
