Date,"Flow, CFS"
1996-01-02,107.14285714285714
1996-01-03,98.21428571428571
1996-01-04,91.0714267857143
1996-01-05,85.71428928571429
1996-01-06,83.92856785714285
1996-01-07,81.78571285714285
1996-01-08,80.71428535714286
1996-01-09,82.49999785714286
1996-01-10,82.85714035714285
1996-01-11,81.07142785714287
1996-01-12,79.28571535714286
1996-01-13,80.00000035714287
1996-01-14,82.14285535714286
1996-01-15,81.42857035714286
1996-01-16,178.57142857142856
1996-01-17,500.0
1996-01-18,1357.142857142857
1996-01-19,2232.142857142857
1996-01-20,1071.4285714285713
1996-01-21,785.7142857142857
1996-01-22,571.4285714285714
1996-01-23,446.42857142857144
1996-01-24,714.2857142857142
1996-01-25,721.4286000000001
1996-01-26,524.999992857143
1996-01-27,714.2857142857142
1996-01-28,1285.7142857142858
1996-01-29,571.4285714285714
1996-01-30,464.2857142857143
1996-01-31,392.85714285714283
1996-02-01,339.2857142857143
1996-02-02,303.57142857142856
1996-02-03,267.85714285714283
1996-02-04,250.0
1996-02-05,217.85713928571428
1996-02-06,207.14286392857144
1996-02-07,185.71427892857142
1996-02-08,321.42857142857144
1996-02-09,714.2857142857142
1996-02-10,1785.7142857142858
1996-02-11,714.2857142857142
1996-02-12,428.57142857142856
1996-02-13,207.14286392857144
1996-02-14,185.71427892857142
1996-02-15,164.28571071428573
1996-02-16,153.57143535714286
1996-02-17,142.85714285714286
1996-02-18,135.71428392857143
1996-02-19,132.14285892857143
1996-02-20,135.71428392857143
1996-02-21,214.28571428571428
1996-02-22,250.0
1996-02-23,276.7857142857143
1996-02-24,303.57142857142856
1996-02-25,250.0
1996-02-26,232.14285714285714
1996-02-27,214.28571428571428
1996-02-28,196.42857142857142
1996-02-29,182.1428535714286
1996-03-01,171.42857821428572
1996-03-02,160.71428571428572
1996-03-03,149.9999932142857
1996-03-04,142.85714285714286
1996-03-05,135.71428392857143
1996-03-06,130.35714642857144
1996-03-07,127.85714
1996-03-08,121.42857500000001
1996-03-09,117.85714107142857
1996-03-10,114.28571607142857
1996-03-11,110.71428214285713
1996-03-12,107.14285714285714
1996-03-13,105.35714464285714
1996-03-14,121.42857500000001
1996-03-15,892.8571428571429
1996-03-16,750.0
1996-03-17,539.2857285714285
1996-03-18,375.0
1996-03-19,320.7142692857143
1996-03-20,489.28570714285723
1996-03-21,621.4285571428571
1996-03-22,475.00000714285704
1996-03-23,382.14285
1996-03-24,346.0714135714286
1996-03-25,378.57144285714287
1996-03-26,1032.142842857143
1996-03-27,825.0000142857142
1996-03-28,571.4285714285714
1996-03-29,428.57142857142856
1996-03-30,346.4285646428571
1996-03-31,353.57141499999994
1996-04-01,571.4285714285714
1996-04-02,821.4285714285714
1996-04-03,607.1428571428571
1996-04-04,471.42856428571434
1996-04-05,389.28569999999996
1996-04-06,326.4285835714286
1996-04-07,299.2857182142857
1996-04-08,287.1428557142857
1996-04-09,277.4999992857143
1996-04-10,273.9285742857143
1996-04-11,287.5000067857143
1996-04-12,314.28572107142855
1996-04-13,1246.428625
1996-04-14,1742.8571142857143
1996-04-15,1732.142857142857
1996-04-16,1410.7142857142858
1996-04-17,1324.9999464285713
1996-04-18,1075.000014285714
1996-04-19,875.0
1996-04-20,1099.9999714285714
1996-04-21,1189.2856857142856
1996-04-22,971.4286000000001
1996-04-23,1089.2857142857142
1996-04-24,1221.4286
1996-04-25,1028.5713999999998
1996-04-26,767.8571428571429
1996-04-27,582.1428285714285
1996-04-28,460.7142714285714
1996-04-29,403.5714357142857
1996-04-30,971.4286000000001
1996-05-01,1382.1428857142855
1996-05-02,1135.7142571428572
1996-05-03,778.5713999999999
1996-05-04,571.4285714285714
1996-05-05,467.85715714285715
1996-05-06,403.5714357142857
1996-05-07,348.9285878571429
1996-05-08,314.28572107142855
1996-05-09,314.64287214285713
1996-05-10,1203.571457142857
1996-05-11,2471.428460714286
1996-05-12,1914.2856607142855
1996-05-13,1371.428625
1996-05-14,939.2856857142856
1996-05-15,660.7142857142857
1996-05-16,514.2856999999999
1996-05-17,435.71427857142857
1996-05-18,385.7142928571428
1996-05-19,342.1428542857143
1996-05-20,304.2857307142857
1996-05-21,1146.4285178571429
1996-05-22,1707.1428285714287
1996-05-23,1214.2857142857142
1996-05-24,928.5714285714286
1996-05-25,667.8571714285715
1996-05-26,496.42855714285713
1996-05-27,396.42858571428576
1996-05-28,336.7857253571429
1996-05-29,291.07141499999994
1996-05-30,256.07143142857143
1996-05-31,231.78570607142856
1996-06-01,216.07143535714286
1996-06-02,216.42856928571427
1996-06-03,243.92856857142854
1996-06-04,225.35714071428572
1996-06-05,255.3571464285714
1996-06-06,224.64285571428573
1996-06-07,360.71430000000004
1996-06-08,432.1428714285714
1996-06-09,378.57144285714287
1996-06-10,321.78572249999996
1996-06-11,767.8571428571429
1996-06-12,1049.999985714286
1996-06-13,871.4285571428571
1996-06-14,603.5714142857144
1996-06-15,435.71427857142857
1996-06-16,337.14284214285715
1996-06-17,272.5000039285714
1996-06-18,309.64286
1996-06-19,578.5714571428572
1996-06-20,532.1428428571428
1996-06-21,496.42855714285713
1996-06-22,496.42855714285713
1996-06-23,389.28569999999996
1996-06-24,323.2142925
1996-06-25,301.0714396428572
1996-06-26,261.07142642857144
1996-06-27,230.00000214285714
1996-06-28,204.9999917857143
1996-06-29,189.642855
1996-06-30,181.07143464285716
1996-07-01,169.28570607142856
1996-07-02,156.7857096428571
1996-07-03,163.2142917857143
1996-07-04,158.21427964285712
1996-07-05,146.42856785714287
1996-07-06,138.57143250000001
1996-07-07,134.99999892857142
1996-07-08,133.57142892857144
1996-07-09,128.57142499999998
1996-07-10,123.9285725
1996-07-11,112.50000357142858
1996-07-12,104.64285964285715
1996-07-13,98.92857071428571
1996-07-14,98.5714282142857
1996-07-15,181.78571964285715
1996-07-16,225.7142917857143
1996-07-17,177.85714357142857
1996-07-18,164.6428617857143
1996-07-19,442.8571285714285
1996-07-20,225.0000067857143
1996-07-21,174.2857182142857
1996-07-22,156.42857535714285
1996-07-23,142.14285785714284
1996-07-24,144.64286392857144
1996-07-25,141.07143035714284
1996-07-26,136.78571142857143
1996-07-27,126.42857
1996-07-28,119.64285357142856
1996-07-29,116.78571357142857
1996-07-30,135.35714142857142
1996-07-31,133.92857142857142
1996-08-01,125.0
1996-08-02,122.14286
1996-08-03,114.64285857142858
1996-08-04,111.071425
1996-08-05,106.42857214285713
1996-08-06,101.4285682142857
1996-08-07,98.21428571428571
1996-08-08,95.71428821428572
1996-08-09,93.21428214285714
1996-08-10,87.50000178571428
1996-08-11,82.14285535714286
1996-08-12,78.57143035714284
1996-08-13,83.21428285714286
1996-08-14,103.21428928571429
1996-08-15,91.0714267857143
1996-08-16,88.21428678571428
1996-08-17,87.50000178571428
1996-08-18,82.85714035714285
1996-08-19,77.14286035714285
1996-08-20,80.00000035714287
1996-08-21,181.42856857142854
1996-08-22,146.07143392857142
1996-08-23,135.35714142857142
1996-08-24,122.857145
1996-08-25,109.99999714285714
1996-08-26,103.21428928571429
1996-08-27,97.14285821428571
1996-08-28,92.49999678571429
1996-08-29,91.78571178571428
1996-08-30,86.78571678571429
1996-08-31,82.85714035714285
1996-09-01,77.14286035714285
1996-09-02,75.71428178571428
1996-09-03,77.14286035714285
1996-09-04,74.64285392857143
1996-09-05,74.64285392857143
1996-09-06,75.35713928571428
1996-09-07,112.14286071428572
1996-09-08,179.9999985714286
1996-09-09,260.7142925
1996-09-10,567.8571285714286
1996-09-11,496.42855714285713
1996-09-12,439.2857214285714
1996-09-13,311.07143
1996-09-14,268.57142785714285
1996-09-15,285.0000007142857
1996-09-16,273.9285742857143
1996-09-17,232.5000082142857
1996-09-18,224.64285571428573
1996-09-19,196.7857225
1996-09-20,173.57143321428572
1996-09-21,156.07142464285712
1996-09-22,225.0000067857143
1996-09-23,653.5713999999999
1996-09-24,900.0000285714286
1996-09-25,914.2857285714285
1996-09-26,660.7142857142857
1996-09-27,492.85714999999993
1996-09-28,1060.7143142857144
1996-09-29,1839.2857142857142
1996-09-30,1428.5714285714284
1996-10-01,867.8571142857143
1996-10-02,532.1428428571428
1996-10-03,385.7142928571428
1996-10-04,311.07143
1996-10-05,268.57142785714285
1996-10-06,241.42857964285713
1996-10-07,222.14284964285713
1996-10-08,209.28571892857144
1996-10-09,206.42857892857143
1996-10-10,206.07142785714285
1996-10-11,205.71429392857144
1996-10-12,198.9285775
1996-10-13,193.21428035714285
1996-10-14,187.85715107142858
1996-10-15,179.28571357142854
1996-10-16,174.64285249999998
1996-10-17,171.42857821428572
1996-10-18,182.1428535714286
1996-10-19,323.2142925
1996-10-20,496.42855714285713
1996-10-21,442.8571285714285
1996-10-22,351.07142571428574
1996-10-23,353.57141499999994
1996-10-24,607.1428571428571
1996-10-25,717.8571571428571
1996-10-26,539.2857285714285
1996-10-27,399.99999285714284
1996-10-28,334.6428532142857
1996-10-29,299.6428692857143
1996-10-30,352.4999960714286
1996-10-31,417.85713571428573
1996-11-01,392.85714285714283
1996-11-02,328.2142707142857
1996-11-03,278.5714353571429
1996-11-04,251.42857
1996-11-05,234.99999714285713
1996-11-06,226.0714257142857
1996-11-07,227.1428617857143
1996-11-08,336.42857428571426
1996-11-09,542.8571357142857
1996-11-10,457.14286428571427
1996-11-11,355.71428714285713
1996-11-12,293.92855499999996
1996-11-13,257.85713535714285
1996-11-14,234.6428632142857
1996-11-15,214.28571428571428
1996-11-16,201.78571785714286
1996-11-17,195.0000014285714
1996-11-18,198.9285775
1996-11-19,199.64286249999998
1996-11-20,199.2857114285714
1996-11-21,194.28571642857142
1996-11-22,185.71427892857142
1996-11-23,178.21427749999998
1996-11-24,173.57143321428572
1996-11-25,172.1428632142857
1996-11-26,174.2857182142857
1996-11-27,169.64285714285714
1996-11-28,161.0714367857143
1996-11-29,161.4285707142857
1996-11-30,173.21428214285714
1996-12-01,367.85715
1996-12-02,571.4285714285714
1996-12-03,524.999992857143
1996-12-04,460.7142714285714
1996-12-05,482.1428571428571
1996-12-06,467.85715714285715
1996-12-07,424.9999857142857
1996-12-08,375.0
1996-12-09,329.28572392857143
1996-12-10,289.9999960714286
1996-12-11,271.42856785714287
1996-12-12,271.0714339285714
1996-12-13,352.85714678571424
1996-12-14,399.99999285714284
1996-12-15,357.1428571428571
1996-12-16,321.07142035714287
1996-12-17,735.7143
1996-12-18,707.1428285714285
1996-12-19,442.8571285714285
1996-12-20,378.57144285714287
1996-12-21,403.5714357142857
1996-12-22,385.7142928571428
1996-12-23,332.50001499999996
1996-12-24,964.2857142857142
1996-12-25,1275.0000285714284
1996-12-26,839.2857142857142
1996-12-27,564.2857214285714
1996-12-28,460.7142714285714
1996-12-29,535.7142857142857
1996-12-30,657.1428428571429
1996-12-31,610.7143
1997-01-01,450.0000142857143
1997-01-02,382.14285
1997-01-03,432.1428714285714
1997-01-04,589.2857142857142
1997-01-05,828.5714571428572
1997-01-06,1196.4285714285713
1997-01-07,857.1428571428571
1997-01-08,503.57144285714287
1997-01-09,349.2857046428571
1997-01-10,312.5
1997-01-11,285.7142857142857
1997-01-12,276.7857142857143
1997-01-13,267.85714285714283
1997-01-14,262.4999964285714
1997-01-15,258.92857142857144
1997-01-16,267.85714285714283
1997-01-17,285.7142857142857
1997-01-18,312.5
1997-01-19,337.49999321428567
1997-01-20,357.1428571428571
1997-01-21,385.7142928571428
1997-01-22,446.42857142857144
1997-01-23,1332.1428285714287
1997-01-24,1432.1428035714284
1997-01-25,1103.5714142857144
1997-01-26,821.4285714285714
1997-01-27,642.8571428571429
1997-01-28,571.4285714285714
1997-01-29,535.7142857142857
1997-01-30,492.85714999999993
