DATE,USGSPCode,RESULT
2002-08-20,0,0.048
2002-09-25,0,0.054
2002-10-28,0,0.018
2002-11-26,0,0.016
2003-03-20,0,0.651
2003-04-23,0,0.063
2003-05-27,0,0.045
2003-06-23,0,0.106
2003-07-21,0,0.069
2003-09-03,0,0.041
2003-10-08,0,0.102
2003-11-25,0,0.109
2004-04-06,0,0.201
2004-05-25,0,0.815
2004-06-29,0,0.061
2004-07-20,0,0.078
2004-08-24,0,0.058
2004-09-28,0,0.031
2004-10-26,0,0.055
2004-11-23,0,0.025
2005-04-12,0,0.116
2005-05-31,0,0.043
2005-06-22,0,0.121
2005-07-25,0,0.233
2005-08-15,0,0.135
2005-09-27,0,0.15
2005-10-31,0,0.023
2005-11-28,0,0.16
2006-06-20,0,0.002
2006-07-24,0,0.118
2006-08-29,0,0.06
2006-10-30,0,0.23
2006-11-21,0,0.122
2007-03-14,0,1.17
2007-06-05,0,0.06
2007-06-26,0,0.068
2007-07-31,0,0.038
2007-09-11,0,0.095
2007-10-29,0,0.02
2007-11-13,0,0.009
2007-12-04,0,0.131
2008-03-25,0,0.281
2008-04-28,0,0.052
2008-05-26,0,0.041
2008-06-16,0,0.123
2008-07-28,0,0.23
2008-08-25,0,0.067
2008-09-29,0,0.056
2008-10-27,0,0.033
2009-03-17,0,0.233
2009-04-21,0,0.165
2009-05-19,0,0.047
2009-06-23,0,0.17
2009-07-20,0,0.051
2009-09-14,0,0.051
2009-10-26,0,0.016
2011-11-16,0,0.06484999999999999
2011-11-28,0,0.3305
2011-11-30,0,0.719
2011-12-05,0,0.242
2011-12-12,0,0.0907
2011-12-19,0,0.134
2012-01-09,0,0.0559
2012-01-16,0,0.0517
2012-01-23,0,0.0991
2012-01-31,0,0.0584
2012-02-06,0,0.0727
2012-02-13,0,0.0363
2012-02-21,0,0.0319
2012-02-28,0,0.06
2012-03-05,0,0.0807
2012-03-12,0,0.030350000000000002
2012-03-20,0,0.0473
2012-03-27,0,0.0392
2012-04-03,0,0.0277
2012-04-10,0,0.017
2012-04-16,0,0.0309
2012-06-11,0,0.0943
2012-06-18,0,0.0451
2012-06-26,0,0.0494
2012-07-03,0,0.0533
2012-07-27,0,0.0341
2012-07-30,0,0.0262
2012-08-10,0,0.0741
2012-08-13,0,0.0486
2012-09-08,0,0.295
2012-09-18,0,0.307
2012-09-24,0,0.0693
2012-10-01,0,0.0322
2012-10-10,0,0.0201
2012-10-15,0,0.02075
2012-10-23,0,0.0501
2012-10-29,0,0.0825
2012-11-06,0,0.055
2012-11-13,0,0.069
2012-11-19,0,0.034
2012-11-27,0,0.0242
2012-12-03,0,0.0706
2012-12-10,0,0.04555
2013-01-14,0,0.306
2013-01-30,0,1.21
2013-02-12,0,0.0929
2013-02-27,0,0.163
2013-03-11,0,0.732
2013-03-12,0,0.447
2013-04-03,0,0.028
2013-04-10,0,0.348
2013-04-24,0,0.04685
2013-05-27,0,0.034
2013-06-25,0,0.0667
2013-06-26,0,0.093
2013-07-09,0,0.141
2013-07-22,0,0.0792
2013-07-29,0,0.0763
2013-08-06,0,0.054099999999999995
2013-08-12,0,0.119
2013-08-19,0,0.0445
2013-08-26,0,0.0545
2013-09-03,0,0.076
2013-09-17,0,0.048
2013-09-23,0,0.306
2013-09-30,0,0.048
2013-10-07,0,0.1915
2013-10-15,0,0.0593
2013-10-21,0,0.0776
2013-10-28,0,0.05215
2013-11-04,0,0.259
2013-11-12,0,0.07635
2013-11-19,0,0.251
2013-11-25,0,0.0765
2013-12-02,0,0.0456
2013-12-09,0,0.044
2013-12-18,0,0.08305
2014-01-08,0,0.0338
2014-01-14,0,0.3255
2014-01-20,0,0.124
2014-02-03,0,0.0546
2014-02-10,0,0.0528
2014-02-17,0,0.03265
2014-02-24,0,0.131
2014-03-03,0,0.037
2014-03-10,0,0.03855
2014-03-17,0,0.239
2014-03-24,0,0.253
2014-03-31,0,0.409
2014-04-07,0,0.151
2014-04-09,0,0.211
2014-04-14,0,0.3
2014-04-15,0,0.23
2014-04-16,0,0.367
2014-04-22,0,0.1156
2014-04-28,0,0.0403
2014-05-01,0,0.307
2014-05-05,0,0.066
2014-05-12,0,0.0479
2014-05-15,0,0.307
2014-05-20,0,0.0608
2014-06-09,0,0.0553
2014-06-16,0,0.05255
2014-06-24,0,0.0628
2014-07-02,0,0.081
2014-07-09,0,0.253
2014-08-05,0,1.98
2014-08-20,0,0.032
2014-09-08,0,0.152
