Year,Month,Day,Inflow volume [m3 d-1],Inflow temperature [°C],*Suspended sediment concentration [mg m-3],"*Orthophosphate, water, filtered, as phosphorus [mg m-3]","*Phosphorus, water, unfiltered, as phosphorus [mg m-3]","*Phosphorus, water, filtered, as phosphorus [mg m-3]","*Orthophosphate, water, filtered, as PO4 [mg m-3]",Inflow concentration of chlorophyll-a (Chla-P) [mg m-3],Inflow concentration of dissolved organic carbon (DOC) [mg m-3],Inflow concentration of dissolved inorganic carbon (DIC) [mg m-3],Inflow concentration of O2 [mg m-3],Inflow concentration of NO3 [mg m-3],Inflow concentration of NH4 [mg m-3],Inflow concentration of SO4 [mg m-3],Inflow concentration of aqueous iron (Fe2+) [mg m-3],Inflow concentration of Ca2+ [mg m-3] ,Inflow pH [-],Inflow concentration of CH4 [mg m-3],Inflow concentration of total solid iron (Fe3+) [mg m-3],Inflow concentration of aluminum (Al3+) [mg m-3],Inflow concentration of dissolved silica [mg m-3],"*Iron, suspended sediment, recoverable [mg m-3]","*Iron, water, unfiltered, recoverable [mg m-3]","*Iron, water, filtered [mg m-3]","*Suspended solids, water, unfiltered [mg m-3]"
1980,1,1,694827.4551,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,2,574945.2533,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,3,479528.807,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,4,403684.9651,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,5,325394.5476,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,6,305821.9433,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,7,281356.1878,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,8,318054.821,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,9,293589.0655,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,10,305821.9433,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,11,641002.7931,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,12,4501699.005,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,13,2299781.013,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,14,1191482.291,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,15,787797.3258,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,16,641002.7931,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,17,724186.3616,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,18,1130317.902,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,19,990863.0961,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,20,775564.4481,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,21,626323.3398,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,22,570052.1022,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,23,513780.8647,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,24,247104.1301,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,25,570052.1022,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,26,479528.807,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,27,352306.8786,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,28,264230.159,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,29,239764.4035,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,30,210405.497,,,,,,,,,,,,,,,,,,,,,,,,
1980,1,31,181046.5904,,,,,,,,,,,,,,,,,,,,,,,,
1980,2,1,141901.3817,,,,,,,,,,,,,,,,,,,,,,,,
1980,2,2,110095.8996,,,,,,,,,,,,,,,,,,,,,,,,
1980,2,3,88076.71966,,,,,,,,,,,,,,,,,,,,,,,,
1980,2,4,78290.41747,,,,,,,,,,,,,,,,,,,,,,,,
1980,2,5,85630.14411,,,,,,,,,,,,,,,,,,,,,,,,
1980,2,6,85630.14411,,,,,,,,,,,,,,,,,,,,,,,,
1980,2,7,85630.14411,,,,,,,,,,,,,,,,,,,,,,,,
1980,2,8,85630.14411,,,,,,,,,,,,,,,,,,,,,,,,
1980,2,9,85630.14411,,,,,,,,,,,,,,,,,,,,,,,,
1980,2,10,85630.14411,,,,,,,,,,,,,,,,,,,,,,,,
1980,2,11,85630.14411,,,,,,,,,,,,,,,,,,,,,,,,
1980,2,12,85630.14411,,,,,,,,,,,,,,,,,,,,,,,,
